pub_type,authors,year,title,lowercase,includes_bats_in_title,includes_traits_in_title,to_keep,includes_trait_info,directly_available,fully_included_in_another_source,source,publisher,doi,s
bookSection,"Swartz, Sharon M.; Allen, Justine J.",2020,9. Structure and Function of Bat Wings: A View from the Phyllostomidae,9. structure and function of bat wings a view from the phyllostomidae,yes,no,NA,NA,NA,NA,Phyllostomid Bats: A Unique Mammalian Radiation,www.degruyter.com,NA,auto
journalArticle,"García-García, José Luis; Santos-Moreno, Antonio; Kraker-Castañeda, Cristian",2014,"Ecological Traits of Phyllostomid Bats Associated with Sensitivity to Tropical Forest Fragmentation in Los Chimalapas, Mexico","ecological traits of phyllostomid bats associated with sensitivity to tropical forest fragmentation in los chimalapas, mexico",yes,yes,NA,NA,NA,NA,Tropical Conservation Science,SAGE Journals,10.1177/194008291400700307,auto
journalArticle,"Soriano, Pascual J",2000,FUNCTIONAL STRUCTURE OF BAT COMMUNITIES IN TROPICAL RAINFORESTS AND ANDEAN CLOUD FORESTS,functional structure of bat communities in tropical rainforests and andean cloud forests,no,no,NA,NA,NA,NA,NA,Zotero,NA,auto
journalArticle,"FREEMAN, PATRICIA W.",1995,Nectarivorous feeding mechanisms in bats,nectarivorous feeding mechanisms in bats,yes,no,NA,NA,NA,NA,Biological Journal of the Linnean Society,Silverchair,10.1111/j.1095-8312.1995.tb01104.x,auto
journalArticle,"Burtner, Abigail E.; Grossnickle, David M.; Santana, Sharlene E.; Law, Chris J.",2024,Gliding toward an understanding of the origin of flight in bats,gliding toward an understanding of the origin of flight in bats,yes,no,NA,NA,NA,NA,PeerJ,peerj.com,10.7717/peerj.17824,auto
journalArticle,"Burland, Tamsin M.; Wilmer, Jessica Worthington",2001,Seeing in the dark: molecular approaches to the study of bat populations,seeing in the dark molecular approaches to the study of bat populations,yes,no,NA,NA,NA,NA,Biological Reviews,Cambridge University Press,10.1017/S1464793101005747,auto
journalArticle,"Dey, Pritha; Balakrishnan, Rohini",2024,A trait-based understanding of the vulnerability of a Paleotropical moth community to predation by a sympatric bat with flexible foraging strategies,a trait based understanding of the vulnerability of a paleotropical moth community to predation by a sympatric bat with flexible foraging strategies,yes,yes,NA,NA,NA,NA,Ecological Entomology,Wiley Online Library,10.1111/een.13335,auto
journalArticle,"Nojiri, Taro; Werneburg, Ingmar; Tu, Vuong Tan; Fukui, Dai; Takechi, Masaki; Iseki, Sachiko; Furutera, Toshiko; Koyabu, Daisuke",2023,Timing of organogenesis underscores the evolution of neonatal life histories and powered flight in bats,timing of organogenesis underscores the evolution of neonatal life histories and powered flight in bats,yes,no,NA,NA,NA,NA,Proceedings of the Royal Society B: Biological Sciences,royalsocietypublishing.org (Atypon),10.1098/rspb.2022.1928,auto
book,"Fleming, Theodore H.; Dávalos, Liliana M.; Mello, Marco A. R.",2020,Phyllostomid Bats: A Unique Mammalian Radiation,phyllostomid bats a unique mammalian radiation,yes,no,NA,NA,NA,NA,NA,Google Books,NA,auto
journalArticle,"Rossoni, Daniela M.; Patterson, Bruce D.; Marroig, Gabriel; Cheverud, James M.; Houle, David",2024,The Role of (Co)variation in Shaping the Response to Selection in New World Leaf-Nosed Bats,the role of (co)variation in shaping the response to selection in new world leaf nosed bats,yes,no,NA,NA,NA,NA,The American Naturalist,journals.uchicago.edu (Atypon),10.1086/729219,auto
journalArticle,"Xu, Yiran; Li, Yingcan; Hu, Huiqiao; Jiao, Hengwu; Zhao, Huabin",2024,Genomic and functional insights into dietary diversification in New World leaf-nosed bats (Phyllostomidae),genomic and functional insights into dietary diversification in new world leaf nosed bats (phyllostomidae),yes,no,NA,NA,NA,NA,Journal of Systematics and Evolution,Wiley Online Library,10.1111/jse.13059,auto
journalArticle,"Sharifi, Mozafar; Mozafari, Fatema; Taghinezhad, Najmeh; Javanbakht, Hossain",2008,Variation in Ectoparasite Load Reflects Life History Traits in the Lesser Mouse-eared Bat Myotis blythii (Chiroptera: Vespertilionidae) in Western Iran,variation in ectoparasite load reflects life history traits in the lesser mouse eared bat myotis blythii (chiroptera vespertilionidae) in western iran,yes,yes,NA,NA,NA,NA,Journal of Parasitology,Silverchair,10.1645/GE-1334.1,auto
thesis,"Collen, A. L.",2012,The evolution of echolocation in bats: a comparative approach,the evolution of echolocation in bats a comparative approach,yes,no,NA,NA,NA,NA,NA,discovery.ucl.ac.uk,NA,auto
journalArticle,"Nogueira, Marcelo R.; Peracchi, Adriano L.; Monteiro, Leandro R.",2009,Morphological correlates of bite force and diet in the skull and mandible of phyllostomid bats,morphological correlates of bite force and diet in the skull and mandible of phyllostomid bats,yes,no,NA,NA,NA,NA,Functional Ecology,Wiley Online Library,10.1111/j.1365-2435.2009.01549.x,auto
journalArticle,"Santana, Sharlene E.; Miller, Kimberly E.",2016,Extreme Postnatal Scaling in Bat Feeding Performance: A View of Ecomorphology from Ontogenetic and Macroevolutionary Perspectives,extreme postnatal scaling in bat feeding performance a view of ecomorphology from ontogenetic and macroevolutionary perspectives,yes,no,NA,NA,NA,NA,Integrative and Comparative Biology,Silverchair,10.1093/icb/icw075,auto
journalArticle,"García-Morales, Rodrigo; Moreno, Claudia E.; Badano, Ernesto I.; Zuria, Iriana; Galindo-González, Jorge; Rojas-Martínez, Alberto E.; Ávila-Gómez, Eva S.",2016,Deforestation Impacts on Bat Functional Diversity in Tropical Landscapes,deforestation impacts on bat functional diversity in tropical landscapes,yes,no,NA,NA,NA,NA,PLOS ONE,PLoS Journals,10.1371/journal.pone.0166765,auto
journalArticle,"Santana, Sharlene E.; Grosse, Ian R.; Dumont, Elizabeth R.",2012,"DIETARY HARDNESS, LOADING BEHAVIOR, AND THE EVOLUTION OF SKULL FORM IN BATS","dietary hardness, loading behavior, and the evolution of skull form in bats",no,no,NA,NA,NA,NA,Evolution,Silverchair,10.1111/j.1558-5646.2012.01615.x,auto
journalArticle,"Barclay, Robert M.R; Ulmer, Joel; MacKenzie, Cameron J.A; Thompson, Megan S; Olson, Leif; McCool, Julianne; Cropley, Elvie; Poll, Graeme",2004,Variation in the reproductive rate of bats,variation in the reproductive rate of bats,yes,no,NA,NA,NA,NA,Canadian Journal of Zoology,cdnsciencepub.com (Atypon),10.1139/z04-057,auto
journalArticle,"Ramírez-Mejía, Andrés F.; Urbina-Cardona, J. Nicolás; Sánchez, Francisco",2020,Functional diversity of phyllostomid bats in an urban–rural landscape: A scale-dependent analysis,functional diversity of phyllostomid bats in an urban rural landscape a scale dependent analysis,yes,no,NA,NA,NA,NA,Biotropica,Wiley Online Library,10.1111/btp.12816,auto
journalArticle,"Gilley, Delaney T; Santana, Sharlene E; Arbour, Jessica H",2025,Macroevolutionary and biomechanical implications of rostral flexion in bat skulls: a major early driver of cranial evolution in bats,macroevolutionary and biomechanical implications of rostral flexion in bat skulls a major early driver of cranial evolution in bats,yes,no,NA,NA,NA,NA,Biological Journal of the Linnean Society,Silverchair,10.1093/biolinnean/blae123,auto
journalArticle,"Salinas-Ramos, Valeria B.; Ancillotto, Leonardo; Bosso, Luciano; Sánchez-Cordero, Víctor; Russo, Danilo",2020,Interspecific competition in bats: state of knowledge and research challenges,interspecific competition in bats state of knowledge and research challenges,yes,no,NA,NA,NA,NA,Mammal Review,Wiley Online Library,10.1111/mam.12180,auto
journalArticle,"Stevens*, Richard D.",2005,Functional morphology meets macroecology: size and shape distributions of New World bats,functional morphology meets macroecology size and shape distributions of new world bats,yes,no,NA,NA,NA,NA,Evolutionary Ecology Research,www.evolutionary-ecology.com,NA,auto
journalArticle,"Vaughan, Terry A.; Bateman, Gary C.",1970,Functional Morphology of the Forelimb of Mormoopid Bats,functional morphology of the forelimb of mormoopid bats,yes,no,NA,NA,NA,NA,Journal of Mammalogy,Silverchair,10.2307/1378472,auto
journalArticle,"de Oliveira, Marcione B.; de Oliveira, Luiz Flamarion B.; Bonvicino, Cibele R.",2025,Analysis of functional and phylogenetic diversity of bat communities: insights from resource use in the Pantanal and Cerrado,analysis of functional and phylogenetic diversity of bat communities insights from resource use in the pantanal and cerrado,yes,no,NA,NA,NA,NA,Revista Chilena de Historia Natural,Springer Link,10.1186/s40693-025-00137-z,auto
journalArticle,"Laurindo, Rafael de Souza; Vizentin-Bugoni, Jeferson; Tavares, Davi Castro; Mancini, Matheus Camargo Silva; Mello, Rodrigo de Macêdo; Gregorin, Renato",2020,Drivers of bat roles in Neotropical seed dispersal networks: abundance is more important than functional traits,drivers of bat roles in neotropical seed dispersal networks abundance is more important than functional traits,yes,yes,NA,NA,NA,NA,Oecologia,Springer Link,10.1007/s00442-020-04662-4,auto
journalArticle,"Arbour, Jessica H.; Curtis, Abigail A.; Santana, Sharlene E.",2019,Signatures of echolocation and dietary ecology in the adaptive evolution of skull shape in bats,signatures of echolocation and dietary ecology in the adaptive evolution of skull shape in bats,yes,no,NA,NA,NA,NA,Nature Communications,www.nature.com,10.1038/s41467-019-09951-y,auto
journalArticle,"Cisneros, Laura M.; Fagan, Matthew E.; Willig, Michael R.",2016,"Environmental and spatial drivers of taxonomic, functional, and phylogenetic characteristics of bat communities in human-modified landscapes","environmental and spatial drivers of taxonomic, functional, and phylogenetic characteristics of bat communities in human modified landscapes",yes,no,NA,NA,NA,NA,PeerJ,peerj.com,10.7717/peerj.2551,auto
journalArticle,"Leiser-Miller, Leith B.; Santana, Sharlene E.",2021,Functional differences in echolocation call design in an adaptive radiation of bats,functional differences in echolocation call design in an adaptive radiation of bats,yes,no,NA,NA,NA,NA,Ecology and Evolution,Wiley Online Library,10.1002/ece3.8296,auto
journalArticle,"Hayssen, V.; Kunz, T. H.",1996,"Allometry of Litter Mass in Bats: Maternal Size, Wing Morphology, and Phylogeny","allometry of litter mass in bats maternal size, wing morphology, and phylogeny",yes,no,NA,NA,NA,NA,Journal of Mammalogy,Silverchair,10.2307/1382823,auto
journalArticle,"Dumont, Elizabeth R.; Samadevam, Krishna; Grosse, Ian; Warsi, Omar M.; Baird, Brandon; Davalos, Liliana M.",2014,SELECTION FOR MECHANICAL ADVANTAGE UNDERLIES MULTIPLE CRANIAL OPTIMA IN NEW WORLD LEAF-NOSED BATS,selection for mechanical advantage underlies multiple cranial optima in new world leaf nosed bats,no,no,NA,NA,NA,NA,Evolution,Silverchair,10.1111/evo.12358,auto
journalArticle,"Santana, Sharlene E; Grossnickle, David M; Sadier, Alexa; Patterson, Edward; Sears, Karen E",2022,"Bat Dentitions: A Model System for Studies at the Interface of Development, Biomechanics, and Evolution","bat dentitions a model system for studies at the interface of development, biomechanics, and evolution",yes,no,NA,NA,NA,NA,Integrative and Comparative Biology,Silverchair,10.1093/icb/icac042,auto
journalArticle,"Haelewaters, Danny; Hiller, Thomas; Dick, Carl W.",2018,"Bats, Bat Flies, and Fungi: A Case of Hyperparasitism","bats, bat flies, and fungi a case of hyperparasitism",yes,no,NA,NA,NA,NA,Trends in Parasitology,www.cell.com,10.1016/j.pt.2018.06.006,auto
journalArticle,"Datzmann, Thomas; von Helversen, Otto; Mayer, Frieder",2010,"Evolution of nectarivory in phyllostomid bats (Phyllostomidae Gray, 1825, Chiroptera: Mammalia)","evolution of nectarivory in phyllostomid bats (phyllostomidae gray, 1825, chiroptera mammalia)",yes,no,NA,NA,NA,NA,BMC Evolutionary Biology,Springer Link,10.1186/1471-2148-10-165,auto
journalArticle,"Castro, Mario G.; Amado, Talita Ferreira; Olalla-Tárraga, Miguel Á.",2024,Correlated evolution between body size and echolocation in bats (order Chiroptera),correlated evolution between body size and echolocation in bats (order chiroptera),yes,no,NA,NA,NA,NA,BMC Ecology and Evolution,Springer Link,10.1186/s12862-024-02231-4,auto
journalArticle,"Rossoni, Daniela M.; Costa, Bárbara M. A.; Giannini, Norberto P.; Marroig, Gabriel",2019,A multiple peak adaptive landscape based on feeding strategies and roosting ecology shaped the evolution of cranial covariance structure and morphological differentiation in phyllostomid bats,a multiple peak adaptive landscape based on feeding strategies and roosting ecology shaped the evolution of cranial covariance structure and morphological differentiation in phyllostomid bats,yes,no,NA,NA,NA,NA,Evolution,Silverchair,10.1111/evo.13715,auto
journalArticle,"Maina, J. N.",2000,What it Takes to Fly: The Structural and Functional Respiratory Refinements in Birds and Bats,what it takes to fly the structural and functional respiratory refinements in birds and bats,yes,no,NA,NA,NA,NA,Journal of Experimental Biology,Silverchair,10.1242/jeb.203.20.3045,auto
journalArticle,"Zou, Wenyu; Liang, Haiying; Wu, Pan; Luo, Bo; Zhou, Daying; Liu, Wenqin; Wu, Jiashu; Fang, Linjie; Lei, Yudie; Feng, Jiang",2022,Correlated evolution of wing morphology and echolocation calls in bats,correlated evolution of wing morphology and echolocation calls in bats,yes,no,NA,NA,NA,NA,Frontiers in Ecology and Evolution,Frontiers,10.3389/fevo.2022.1031548,auto
journalArticle,"Carneiro, Lucas de Oliveira; Mellado, Breno; Nogueira, Marcelo Rodrigues; Cruz-Neto, Ariovaldo Pereira da; Monteiro, Leandro Rabello",2023,Flight performance and wing morphology in the bat Carollia perspicillata: biophysical models and energetics,flight performance and wing morphology in the bat carollia perspicillata biophysical models and energetics,yes,no,NA,NA,NA,NA,Integrative Zoology,Wiley Online Library,10.1111/1749-4877.12707,auto
journalArticle,"Schnitzler, Hans-Ulrich; Kalko, Elisabeth K. V.",2001,Echolocation by Insect-Eating Bats: We define four distinct functional groups of bats and find differences in signal structure that correlate with the typical echolocation tasks faced by each group,echolocation by insect eating bats we define four distinct functional groups of bats and find differences in signal structure that correlate with the typical echolocation tasks faced by each group,yes,no,NA,NA,NA,NA,BioScience,Silverchair,10.1641/0006-3568(2001)051[0557:EBIEB]2.0.CO;2,auto
journalArticle,"Liu, Gaoming; Pan, Qi; Zhu, Pingfen; Guo, Xinyu; Zhang, Zhan; Li, Zihao; Zhang, Yaolei; Zhang, Xiaoxiao; Wang, Jiahao; Liu, Weiqiang; Hu, Chunyan; Yu, Yang; Wang, Xiao; Chen, Weixiao; Li, Meng; Yu, Wenhua; Liu, Xin; Seim, Inge; Fan, Guangyi; Zhou, Xuming",2024,Comparative Genomics Provides Insights into Adaptive Evolution and Demographics of Bats,comparative genomics provides insights into adaptive evolution and demographics of bats,yes,no,NA,NA,NA,NA,Molecular Biology and Evolution,Silverchair,10.1093/molbev/msae208,auto
journalArticle,"Novaes, Roberto Leonan M.; Pedro, Annia Rodríguez-San; Saldarriaga-Córdoba, Mónica M.; Aguilera-Acuña, Omayra; Wilson, Don E.; Moratelli, Ricardo",2022,"Systematic review of Myotis (Chiroptera, Vespertilionidae) from Chile based on molecular, morphological, and bioacoustic data","systematic review of myotis (chiroptera, vespertilionidae) from chile based on molecular, morphological, and bioacoustic data",no,no,NA,NA,NA,NA,Zootaxa,www.mapress.com,10.11646/zootaxa.5188.5.2,auto
